code,code_value,code_desc,lkup_code,lkup_value,lkup_desc
CLM_LN_MSG_CD,P77,Reconciled Global Payment,,,
CLM_LN_MSG_CD,C298,INEL-EXCEEDS MEDICARE ALLOWABLE. DO NOT BILL MEMBE,,,
CLM_LN_MSG_CD,PCZ,Ccr Decision,,,
CLM_LN_MSG_CD,761,AUDIT COMPLETE - OVERPAID,,,
CLM_LN_MSG_CD,G77,OON PD AT 90% MCR ALLOWED,,,
CLM_LN_MSG_CD,E199,DENIED-POST PEER REVIEW,,,
CLM_LN_MSG_CD,E617,TEAM:COPAY APPLIED IN ERROR,,,
CLM_LN_MSG_CD,MBQ,Wrong POS - Par,,,
CLM_LN_MSG_CD,C844,REJ-APPROVED $$ PAID TO MEMBER/ALTERNATE PAYEE,,,
CLM_LN_MSG_CD,DVS,Voluntary Sterilize Nc,,,
CLM_LN_MSG_CD,0LYD,CXT - Dialysis Training Par,,,
CLM_LN_MSG_CD,NV5,Sngle Tier POS 21/23 NV SB,,,
CLM_LN_MSG_CD,03,CLAIM BEFORE MEMBER EFFECTIVE,,,
CLM_LN_MSG_CD,A777,REJ-INVOICE UNITS DO NOT EQUAL UNITS BILLED,,,
CLM_LN_MSG_CD,E069,REJ-MPPD DRG BILLED IS NOT SUPPORTED BASED ON REVI,,,
CLM_LN_MSG_CD,X29,GENDER/DX MISMATCH NP IN,,,
CLM_LN_MSG_CD,B272,REJ-MR-COSMETIC SERVICES NOT COVERED,,,
CLM_LN_MSG_CD,B339,REJ-RESUBMIT WITH CORRECTED EOB. EOB NOT EQUAL TO,,,
CLM_LN_MSG_CD,C307,DENIED-PAID AT ONENET PPO NETWORK DISCOUNTED RATE,,,
CLM_LN_MSG_CD,S61,SIU dent req info all svc render NP,,,
CLM_LN_MSG_CD,A791,REJ-HCR-SERVICE IS NOT SEPARATELY PAYABLE,,,
CLM_LN_MSG_CD,B181,REJ-HCR-INCORRECT PROVIDER BILLED,,,
CLM_LN_MSG_CD,332,PER RX DEDUCT,,,
CLM_LN_MSG_CD,708,OT EXP/APPLY PREF LMTS,,,
CLM_LN_MSG_CD,B489,REJ-SI-DOCUMENTATION REVIEWED INDICATES PROCEDURES,,,
CLM_LN_MSG_CD,E457,TEAM:INELIGIBLE SERVICES MANUALLY ALLOWED IN ERROR,,,
CLM_LN_MSG_CD,D0H,Ma Therapy Info Only Code,,,
CLM_LN_MSG_CD,D274,REJ-CLAIM CLOSED PENDING CONFIRMATION OF OTHER INS,,,
CLM_LN_MSG_CD,DM3,DME (Not Authorized),,,
CLM_LN_MSG_CD,C572,REJ-INVALID RUG(S) CODE. PLEASE RESUBMIT WITH CORR,,,
CLM_LN_MSG_CD,MG6R,The claim reflected on this Explanation of Benefit,,,
CLM_LN_MSG_CD,C177,APP-NR-E/M CPT CODE ADDED DURING QUALITY AUDIT,,,
CLM_LN_MSG_CD,DH2,Home Healthcare Not Meet Guidelines,,,
CLM_LN_MSG_CD,E820,GENL:PROOF OF TIMELY FILING NOT FOLLOWED,,,
CLM_LN_MSG_CD,E960,DUPL: DUPLICATE PYMT BASED ON BILLED MODIFIER MISM,,,
CLM_LN_MSG_CD,MC63,A copy of the pharmacy prescription receipt or stu,,,
CLM_LN_MSG_CD,J72,HCCMCA reduction,,,
CLM_LN_MSG_CD,G0XY,MA-Missing Condition Code 44,,,
CLM_LN_MSG_CD,D617,DATE LOCATION AND CAUSE OF ACCIDENT ARE NEEDED. C,,,
CLM_LN_MSG_CD,M5FS,Our records indicate the required minimum amount o,,,
CLM_LN_MSG_CD,P63,Replaced By Level of Care,,,
CLM_LN_MSG_CD,DT3,Overlap MBR/Check Enrollment,,,
CLM_LN_MSG_CD,F015,MRKT:WRONG BENEFIT/RIDER,,,
CLM_LN_MSG_CD,J07,JCA REPROC MISSING/INVALID CODE,,,
CLM_LN_MSG_CD,KCRP,IVL-FDSRPZ FACILITY PAB,,,
CLM_LN_MSG_CD,Y97,Misdirected Claim,,,
CLM_LN_MSG_CD,B884,REJ-AUTO CARRIER PAID AS PRIMARY,,,
CLM_LN_MSG_CD,D814,REJ-SEQUESTRATION PAYMENT REDUCTION MEMBER NOT RE,,,
CLM_LN_MSG_CD,00MH,Dental-UM Same Site,,,
CLM_LN_MSG_CD,8113,Acupuncture - Not Covered,,,
CLM_LN_MSG_CD,A24,Captainer Quality Distribution,,,
CLM_LN_MSG_CD,MA5E,Arizona Insurance Law requires that we advise that,,,
CLM_LN_MSG_CD,V15,REQUEST MED RECS NE/SRE,,,
CLM_LN_MSG_CD,0K3H,CXT - Mult Inpt Consult NonPref,,,
CLM_LN_MSG_CD,1693,Member amount capped at wrapped plan member amount,,,
CLM_LN_MSG_CD,P40,Non Par Provider Payment,,,
CLM_LN_MSG_CD,UY0L,IFP-Part Pay/add'l NV neg,,,
CLM_LN_MSG_CD,C973,REJ-NR-DIAGNOSIS INAPPROPRIATE FOR GENDER BILL WI,,,
CLM_LN_MSG_CD,DSN,SERVICES NOT RENDERED,,,
CLM_LN_MSG_CD,D190,REJ-NR-NOT INCLUDED IN OPPS BILL WITH APPROPRIATE,,,
CLM_LN_MSG_CD,046,PAY 50% NO DEDUCTIBLE,,,
CLM_LN_MSG_CD,D0M,Nc Pd In Settlement,,,
CLM_LN_MSG_CD,J21,Member NC,,,
CLM_LN_MSG_CD,MI7Y,Executive reimbursement for claim.,,,
CLM_LN_MSG_CD,B97R,MA-Pre-Pay Readmission Non Par,,,
CLM_LN_MSG_CD,0BZ7,MA-APC Part hosp condit code 41 not apprvd for TOB,,,
CLM_LN_MSG_CD,17,SEX INVALID FOR BENEFIT,,,
CLM_LN_MSG_CD,B367,APP-MR- ESTABLISHED PATIENT E/M ADDED DURING AUDIT,,,
CLM_LN_MSG_CD,C239,REJ-PER MEDICAL DIRECTOR MEDICAL CRITERIA NOT MET,,,
CLM_LN_MSG_CD,C923,REJ-PLEASE RESUBMIT WITH APPROPRIATE CPT SEDATION,,,
CLM_LN_MSG_CD,FRQ9,MA-Clinical Trial-Cat A IDE,,,
CLM_LN_MSG_CD,D087,APP-PROVIDER IS DEBARRED FROM FEHBP. FUTURE CLAIMS,,,
CLM_LN_MSG_CD,C302,RESUBMIT TO: BOB CUNNINGHAMCOALITION FOR CHRISTIA,,,
CLM_LN_MSG_CD,400,100% BENEFIT REDUCED-N/A,,,
CLM_LN_MSG_CD,B045,REJ-COVERAGE CAN NOT BE DETERMINED WITHOUT ITEMIZE,,,
CLM_LN_MSG_CD,MAZ0,Expenses are ineligible due to agreement with thir,,,
CLM_LN_MSG_CD,03FG,Request-CCR RFI Prometheus,,,
CLM_LN_MSG_CD,TXG,TRS AD HOC PROF,,,
CLM_LN_MSG_CD,M9IF,Health Care Professional: This claim was sent to t,,,
CLM_LN_MSG_CD,PRP,Trpn Nap Physicians,,,
CLM_LN_MSG_CD,C827,REJECT-PAY AT 3RD TIER BENEFIT LEVEL,,,
CLM_LN_MSG_CD,B250,APP-E/M SERVICE ADDED DURING AUDIT BASED ON ICD SU,,,
CLM_LN_MSG_CD,6098,Eligibility is extended past termination date,,,
CLM_LN_MSG_CD,A439,REJ-SERVICES MAY BE COVERED UNDER PHARMACY BENEFIT,,,
CLM_LN_MSG_CD,E237,SSN/INSURED OR PATIENT ID NUMBER LOADED INCORRECTL,,,
CLM_LN_MSG_CD,E38,COX Info Only MOD less costly,,,
CLM_LN_MSG_CD,C154,REJ-PLEASE RESUBMIT WITH CORRECT MEDICARE PAYOR NU,,,
CLM_LN_MSG_CD,LRI,C/BY$SPECIAL /C/ ACC,,,
CLM_LN_MSG_CD,B878,APP-NR-MODIFIER REMOVED-PAYMENT ADJUSTED,,,
CLM_LN_MSG_CD,DFI,Readmission,,,
CLM_LN_MSG_CD,FE9,FEHBP Req Prov Info,,,
CLM_LN_MSG_CD,M4A9,Maximum accident benefit for this injury has been,,,
CLM_LN_MSG_CD,MV9,RX Copay - OOP met,,,
CLM_LN_MSG_CD,A71,NOT COVERED - TOOTH IS MISSING,,,
CLM_LN_MSG_CD,DRX,Non Rx Not Covered,,,
CLM_LN_MSG_CD,0A0M,APC Denial Incidental to Primary Procedure,,,
CLM_LN_MSG_CD,9O5V,Proc Code Invalid for MDCR,,,
CLM_LN_MSG_CD,A678,REJ-CLAIM CLOSED PENDING RECEIPT OF MEDICAL RECORD,,,
CLM_LN_MSG_CD,B379,REJ-NR-HCPCS RECODED BASED ON AGE,,,
CLM_LN_MSG_CD,DS¬,Rfi Retro Review,,,
CLM_LN_MSG_CD,A878,PND-URN HEALTH SERVICES,,,
CLM_LN_MSG_CD,C602,REJ-SERVICES NOT COVERED SEE SITE SPECIFIC EXCLUS,,,
CLM_LN_MSG_CD,D424,REJ-SERVICES/SUPPLIES PROVIDED BY NON-ACCREDITED S,,,
CLM_LN_MSG_CD,NYP,FH80 SB 2022 I/O,,,
CLM_LN_MSG_CD,A60,NOT COVERED - PRE EXISITING APPLIANCE (DENTAL),,,
CLM_LN_MSG_CD,H9GK,Dental-Ortho Late Entrant,,,
CLM_LN_MSG_CD,P0V,Dnl Bill Type 121 Mdcr,,,
CLM_LN_MSG_CD,C001,REJ-SUBMIT CLAIM TO HORIZON MENTAL HEALTH 1276 MI,,,
CLM_LN_MSG_CD,D090,APP-PROVIDER IS SUSPENDED FROM FEHBP.  FUTURE CLAI,,,
CLM_LN_MSG_CD,PPH,Nap - Phcs,,,
CLM_LN_MSG_CD,D400,REJ-MG-SEX INVALID FOR PROCEDURE/DIAGNOSIS,,,
CLM_LN_MSG_CD,PND,Unit Thresh Internal Only,,,
CLM_LN_MSG_CD,FE4,FEHBP Medicare Paid in Error,,,
CLM_LN_MSG_CD,W21,N/A,,,
CLM_LN_MSG_CD,A835,REJ-ASHN PROVIDER SUBMIT CLMS TO ASHNCLMS DEPT P,,,
CLM_LN_MSG_CD,J57,NC under mbr ben pln,,,
CLM_LN_MSG_CD,Z68,Proc Other Line Mod 50,,,
CLM_LN_MSG_CD,A455,REJ-SERVICES EXCEED YEARLY MAXIMUM,,,
CLM_LN_MSG_CD,932,MEP PENLTY APPL (PACTEL),,,
CLM_LN_MSG_CD,DJX,Reserved Dental Siu,,,
CLM_LN_MSG_CD,E734,RECV: PRIMAX - DUPLICATE CLAIM,,,
CLM_LN_MSG_CD,C414,REJ-MEDICARE PQRI BONUS PAYMENT,,,
CLM_LN_MSG_CD,MDU,Recon - Untimely,,,
CLM_LN_MSG_CD,0GME,Mult Imaging Service 50% Non Par Out of Network,,,
CLM_LN_MSG_CD,RZ0J,CORRECTN Replacement CLM,,,
CLM_LN_MSG_CD,C181,REJ-NR-DUPLICATE OF A NEW OR DELETED PROCEDURE COD,,,
CLM_LN_MSG_CD,DPQ,Nj Cob Audit/Op,,,
CLM_LN_MSG_CD,V61,SPECIALTY RX N/C UNDER MED,,,
CLM_LN_MSG_CD,D182,REJ-NR-PARTIAL HOSPITALIZATION NOT INDICATED,,,
CLM_LN_MSG_CD,T97,CTV PCA inappropriate proc,,,
CLM_LN_MSG_CD,WAM,WA State Neg NO PAY= MCM use only,,,
CLM_LN_MSG_CD,PVIR,No Cov Incarcerated,,,
CLM_LN_MSG_CD,DWYI,APC Charge Billing Error,,,
CLM_LN_MSG_CD,M555,THE CLAIM RECEIVED WAS NOT LEGIBLE. CLAIM WILL BE,,,
CLM_LN_MSG_CD,QS3,Quality Stop CAT 3,,,
CLM_LN_MSG_CD,EA,COB RESUB,,,
CLM_LN_MSG_CD,N45,VALUE OPTIONS DENIED,,,
CLM_LN_MSG_CD,P1,REIMBURSEMENT AGREEMENT,,,
CLM_LN_MSG_CD,B469,REJ-SI-PROVIDER'S LICENSE INACTIVE FOR THIS DATE O,,,
CLM_LN_MSG_CD,C33,Recoded to Dental,,,
CLM_LN_MSG_CD,DCJ,Wa Fi Only Req Eob,,,
CLM_LN_MSG_CD,W39,PD% MDCR BY CLM TYPE,,,
CLM_LN_MSG_CD,B334,REJ-INCORRECT LOCATION CODE BILLED.  RESUBMIT WITH,,,
CLM_LN_MSG_CD,C854,PEND CLAIM REPRICING NEEDS PERFORMED,,,
CLM_LN_MSG_CD,B044,REJ-COVERAGE CAN NOT BE DETERMINED WITHOUT ITEMIZE,,,
CLM_LN_MSG_CD,C807,REJ-MR-CCI MUTUALLY EXCLUSIVE EDIT - PROCEDURE CAN,,,
CLM_LN_MSG_CD,00QD,Dental-Charge Limit Deny,,,
CLM_LN_MSG_CD,D3T,Auth Np Mdnonp Ky Info,,,
CLM_LN_MSG_CD,B3LZ,IVL Dental-AB Includes Allowance for D2950 Par,,,
CLM_LN_MSG_CD,M94N,We're sorry but we were unable to reimburse this,,,
CLM_LN_MSG_CD,564,EXP EXCEED/PREVAILING,,,
CLM_LN_MSG_CD,9I02,Claim is Deficient,,,
CLM_LN_MSG_CD,B12,SEALANT FOR TOOTH NC,,,
CLM_LN_MSG_CD,K8,FOLLOW BY REPORT GUIDELINES,,,
CLM_LN_MSG_CD,A511,REJ-REBILL WITH CHARGE FOR SERVICE,,,
CLM_LN_MSG_CD,E217,BENF:BENEFIT MAXIMUM NOT APPLIED,,,
CLM_LN_MSG_CD,J49,OVER NEG AMT NC,,,
CLM_LN_MSG_CD,PAU,Pd another prvdr - NP,,,
CLM_LN_MSG_CD,QPA,QPA Adjustment,,,
CLM_LN_MSG_CD,C59,Prior Alt Ben-$0 Avail,,,
CLM_LN_MSG_CD,D4L,Auth Np Hiaa50 Ny Info,,,
CLM_LN_MSG_CD,DX7,Reserved,,,
CLM_LN_MSG_CD,FC5,FED NSA IDR WIN,,,
CLM_LN_MSG_CD,160,MM CONV FACILITY NC (9/92),,,
CLM_LN_MSG_CD,C701,APPROVED --PAID IN ACCORDANCE WITH TRPN/MCS,,,
CLM_LN_MSG_CD,F20,INCIDENTAL - NON-PREFERRED (SIU),,,
CLM_LN_MSG_CD,A17,NOT COVERED - EXCESS CHARGE,,,
CLM_LN_MSG_CD,D600,REJ-CR-SERVICES NOT ALLOWED BASED ON NCD,,,
CLM_LN_MSG_CD,460,REFRACTIVE EYE SURG NC,,,
CLM_LN_MSG_CD,A012,APP-CONV WITHHOLD,,,
CLM_LN_MSG_CD,A391,REJ-RESUBMIT WITH APPROPRIATE PROCEDURE OR DIAGNOS,,,
CLM_LN_MSG_CD,A712,REJ-CLAIM LACKS REQUIRED PRIMARY CODE,,,
CLM_LN_MSG_CD,AB2Y,IVL Request-Surg CPT Required,,,
CLM_LN_MSG_CD,39,SALARY BASED INFO REQUIRED,,,
CLM_LN_MSG_CD,C436,REJ-SERVICE EXCLUDED FROM REIMBURSEMENT UNDER VEND,,,
CLM_LN_MSG_CD,D34,Non-Billable Service,,,
CLM_LN_MSG_CD,D093,APP- PROVIDER IS SUSPENDED FROM FEHBP.  FUTURE CLA,,,
CLM_LN_MSG_CD,O95,OBSERV NOT MED NEC,,,
CLM_LN_MSG_CD,D92,Inappropriate Procedure / Diag,,,
CLM_LN_MSG_CD,P55,State Medicaid Rate,,,
CLM_LN_MSG_CD,A089,REJECTED - COVERED BY ALTERNATE INS.,,,
CLM_LN_MSG_CD,C687,APPROVED-APC HOLD HARMLESS AMOUNT,,,
CLM_LN_MSG_CD,S35,BH Req Info Caron/All Facilities NP,,,
CLM_LN_MSG_CD,0MNP,CXT - Anesthesia Modifier Deny Par,,,
CLM_LN_MSG_CD,C076,REJ-POSSIBLE PRE-EXISTING CONDITION PLEASE SUBMIT,,,
CLM_LN_MSG_CD,A347,REJECT-CLAIMS DATA MISMATCH AGAINST AUTHORIZATION,,,
CLM_LN_MSG_CD,A829,REJ-NO PCP SELECTED,,,
CLM_LN_MSG_CD,A003,APP-CONV,,,
CLM_LN_MSG_CD,A581,REJ-EXCEEDS NEW VISIT FREQUENCY. MEMBER NOT LIABLE,,,
CLM_LN_MSG_CD,D9T,Apc Num Svc Billed Exc Allwd,,,
CLM_LN_MSG_CD,DCX,Ccr Decision,,,
CLM_LN_MSG_CD,THVC,Reimbursed at per claim rate.,,,
CLM_LN_MSG_CD,C955,REJ-NR-MULTIPLE NUCLEAR MEDICINE STUDIES,,,
CLM_LN_MSG_CD,C316,REJ-PLEASE SUBMIT TO MEMBER'S PHARMACY PART D VEND,,,
CLM_LN_MSG_CD,H1,PRE EXISTING CONDITION,,,
CLM_LN_MSG_CD,RDR1,Dev w/o Procedure-NON-PAR,,,
CLM_LN_MSG_CD,280,GRP A EXC NC-NO EE OBL,,,
CLM_LN_MSG_CD,EEK3,REPRICED - LESSER OF APPLIED FROM ALLOWED AMOUNT,,,
CLM_LN_MSG_CD,L8,CONSIDERED BY FSA(S),,,
CLM_LN_MSG_CD,M13P,This provider has accepted a discount in accordanc,,,
CLM_LN_MSG_CD,B578,APP-HCR-APPROVED AFTER INTERNAL REVIEW,,,
CLM_LN_MSG_CD,DKT,Reserved Dental Siu,,,
CLM_LN_MSG_CD,6HL1,From and Through Dates Span Calendar Years,,,
CLM_LN_MSG_CD,F082,BENF: DEDUCTIBLE LOADED INCORRECTLY,,,
CLM_LN_MSG_CD,Q70,Confirming Precert PNDE,,,
CLM_LN_MSG_CD,D710,APPROVED--  PAID IN ACCORDANCE WITH INTEGRATED HEA,,,
CLM_LN_MSG_CD,D8X,Related Svc No Precert,,,
CLM_LN_MSG_CD,E570,RECV:AIM - CONTRACTING OR PROVIDER MAINTENANCE,,,
CLM_LN_MSG_CD,A378,REJ-SVCS EXCEED ROUTINE DIAGNOSTIC GUIDELINES,,,
CLM_LN_MSG_CD,A84,NOT COVERED - BENEFIT MAX REACHED,,,
CLM_LN_MSG_CD,M030,The procedure code submitted is a supplemental tra,,,
CLM_LN_MSG_CD,U70,MUTUALLY EXCLUSIVE - PREFERRED,,,
CLM_LN_MSG_CD,B609,PEND-VENDOR CONTRACT TESTING NOT COMPLETED,,,
CLM_LN_MSG_CD,A615,REJ-ADMIT AND/OR DISCHARGE HOUR REQUIRED,,,
CLM_LN_MSG_CD,E348,DATA:MODIFIER ENTERED INCORRECTLY OR OMITTED,,,
CLM_LN_MSG_CD,YKTU,IFP-AZ Related Birth Fac Clm,,,
CLM_LN_MSG_CD,A059,REJ-THIS SERVICE FORWARDED TO MHNET FOR PROCESSING,,,
CLM_LN_MSG_CD,OZWF,IVL-Insufficient Info,,,
CLM_LN_MSG_CD,R09,Mult Cardio TC reduc NP INN,,,
CLM_LN_MSG_CD,DP¬,Nonemrgnt Bls Amb Nonpar,,,
CLM_LN_MSG_CD,541,ACT PREDETERM,,,
CLM_LN_MSG_CD,T40,Check RCO Info Only,,,
CLM_LN_MSG_CD,C405,REJ-PLEASE SUBMIT ER SERVICES SEPARATELY FOR REVIE,,,
CLM_LN_MSG_CD,E366,TIMELY FILING REQUIREMENTS S WAIVED,,,
CLM_LN_MSG_CD,A87,NOT COVERED - ADDT'L TREATMENT NECESSARY,,,
CLM_LN_MSG_CD,B168,REJ-SEND CLAIM TO PRIMA FOR PROCESSING,,,
CLM_LN_MSG_CD,C616,REJ-HDR-LEVEL OF CARE NOT SUPPORTED BY SERVICES RE,,,
CLM_LN_MSG_CD,55,DME PURCHASE ELECONS NC,,,
CLM_LN_MSG_CD,DXT,Bilateral Inn,,,
CLM_LN_MSG_CD,S70,SIU dent req info D4341 and D4260 PAR,,,
CLM_LN_MSG_CD,D375,REJ-CLAIM NEEDS TO BE SUBMITTED THROUGH GENTIVA CA,,,
CLM_LN_MSG_CD,BA8,Ortho - Primary Carrier Ded Max %,,,
CLM_LN_MSG_CD,A920,REJ-INELIGIBLE ACCORDING TO HEALTHAMERICA LAB POLI,,,
CLM_LN_MSG_CD,AA,NC/M&N MAX EXCEEDED,,,
CLM_LN_MSG_CD,B487,REJ-SI-DOCUMENTATION REVIEWED INDICATES PROCEDURES,,,
CLM_LN_MSG_CD,D559,REJ-CR-MULTIPLE ENDOSCOPIC FAMILIES REDUCTION,,,
CLM_LN_MSG_CD,HH8,Alaska Earthquake,,,
CLM_LN_MSG_CD,A235,REJ-APPROVED AMOUNT REFLECTS BONUS PAYMENT,,,
CLM_LN_MSG_CD,X38,AGE/PROC MISMATCH PAR,,,
CLM_LN_MSG_CD,D985,REJ-E CODE AS REASON FOR VISIT,,,
CLM_LN_MSG_CD,DUV,Info Only Split Claim,,,
CLM_LN_MSG_CD,M02,NC Over MSP Owed,,,
CLM_LN_MSG_CD,MHZ2,Our records indicate this claim should be part of,,,
CLM_LN_MSG_CD,POS,Oral Surg - Dent Comp,,,
CLM_LN_MSG_CD,D4U,Auth Np 239% Ny Info,,,
CLM_LN_MSG_CD,ZPAP,Charges are ineligible based on the AmWins program,,,
CLM_LN_MSG_CD,6DHW,REVIEW OBV HRS BASED ON PROV CTRCT OR EPOLICIES,,,
CLM_LN_MSG_CD,D463,REJ-ITEMIZED BILL REQUIRED. PLAN RESPONSIBLE FOR D,,,
CLM_LN_MSG_CD,IDFG,MA Dental-Diag Rcvd for Wrg Patient,,,
CLM_LN_MSG_CD,BXM,Amb mileage not billed,,,
CLM_LN_MSG_CD,D7V,Reserved For 8197l,,,
CLM_LN_MSG_CD,F134,GRP: CLAIM ADJUSTED TO PAY AT NON-PAR FEE SCHEDULE,,,
CLM_LN_MSG_CD,D7F,Cust Mut Excl Np Oon,,,
CLM_LN_MSG_CD,8KRZ,MA Dental-Xray Request,,,
CLM_LN_MSG_CD,D+U,Reserved,,,
CLM_LN_MSG_CD,D5W,Dental Services Not Covered,,,
CLM_LN_MSG_CD,L22,C/B YR SKF DAY MAX MET,,,
CLM_LN_MSG_CD,M66O,The allowable amount has been reduced due to consi,,,
CLM_LN_MSG_CD,075Z,MA-Skilled Nursing Benefit Maximum Met,,,
CLM_LN_MSG_CD,1599,Reimbursed at per diem rate,,,
CLM_LN_MSG_CD,D975,REJ-G0263 ONLY ALLOWED WITH PAYABLE G0244,,,
CLM_LN_MSG_CD,W09,MDCR ADVTG DENY,,,
CLM_LN_MSG_CD,635B,MA-Mbr Purchased Test Pharmacist Ordered,,,
CLM_LN_MSG_CD,PA2,PTH Eligibility,,,
CLM_LN_MSG_CD,JVH6,Deny Tech Ser Phys Bill Fac POS,,,
CLM_LN_MSG_CD,PDE,Ny Aog Project Explanation,,,
CLM_LN_MSG_CD,0786,ServiceFrequencyLimit exceeded,,,
CLM_LN_MSG_CD,083,COSMETIC EXP NC,,,
CLM_LN_MSG_CD,D4F,Auth Np Mdnonp Nj Info,,,
CLM_LN_MSG_CD,DGD,Cci Inc Current Claim,,,
CLM_LN_MSG_CD,E848,GENL:CLAIM FINAL STATUS INCORRECT,,,
CLM_LN_MSG_CD,560,ECI GREATER STATUS DATE,,,
CLM_LN_MSG_CD,124,PLAN BENEFIT EXCESS NC,,,
CLM_LN_MSG_CD,NL2,NLX Unit Threshold Non Par INN,,,
CLM_LN_MSG_CD,Q30,MAX CERT'D DAYS (Iron Workers',,,
CLM_LN_MSG_CD,0BOU,Pend-Itemized Anesthesia Bill,,,
CLM_LN_MSG_CD,F06,NY Overutilization NP,,,
CLM_LN_MSG_CD,304,W-BABY CRE OVER INIT NC,,,
CLM_LN_MSG_CD,B739,REJ-BILL DIRECTLY TO UNITED BEHAVIORAL HEALTH (UBH,,,
CLM_LN_MSG_CD,D2V,Authnp Hiaa50 Fl Si Info,,,
CLM_LN_MSG_CD,MIG,Invalid NDC NPINN,,,
CLM_LN_MSG_CD,E251,DATA:DATE OF SERVICE INCORRECT OR OMITTED,,,
CLM_LN_MSG_CD,630,ACT-NO PREDETERM,,,
CLM_LN_MSG_CD,D8Q,Asa By Non-Anes  Npi,,,
CLM_LN_MSG_CD,015,DEP CHILD AGE LIMIT,,,
CLM_LN_MSG_CD,D679,TRNS-TRANSPLANT OUTPATIENT PAYMENT,,,
CLM_LN_MSG_CD,AZ4,AZ Related Birth Fac Clm,,,
CLM_LN_MSG_CD,DE7,NOT CPT PRECERT CARECORE,,,
CLM_LN_MSG_CD,DP0,Req Info Anesth Cpt And Rev,,,
CLM_LN_MSG_CD,T81,CTV PCA,,,
CLM_LN_MSG_CD,896,FEDMED PHYSICIAN NAP,,,
CLM_LN_MSG_CD,E78,Provider not Authorized for this Claims Matrix,,,
CLM_LN_MSG_CD,ZQG2,MO PV Autism Advoc RMK,,,
CLM_LN_MSG_CD,26,CLAIM OUTSIDE RECEIPT PERIOD,,,
CLM_LN_MSG_CD,7XAO,Member MOOP Met,,,
CLM_LN_MSG_CD,A500,REJ-BILLED INVALID PLACE OF SERVICE,,,
CLM_LN_MSG_CD,A872,PND-GMIS,,,
CLM_LN_MSG_CD,844,INCORRECT CODE,,,
CLM_LN_MSG_CD,D+B,Reserved,,,
CLM_LN_MSG_CD,PJ2,TPA/Dedelegated IPA,,,
CLM_LN_MSG_CD,9KLK,APC 084 - Primary Code,,,
CLM_LN_MSG_CD,D7X,Er Claim Dnl,,,
CLM_LN_MSG_CD,01FV,MA-Add-On w/o Primary Procedure,,,
CLM_LN_MSG_CD,9EAN,Dental-Over Prophy Age-Combo,,,
CLM_LN_MSG_CD,PME,Nme-Paid,,,
CLM_LN_MSG_CD,CHL,Compounded Inhalation Sol - NP INN,,,
CLM_LN_MSG_CD,EA06,MA-PVC Capitation Liberalization,,,
CLM_LN_MSG_CD,739,NY HCRA - MEMBER RESP,,,
CLM_LN_MSG_CD,LST,N/A,,,
CLM_LN_MSG_CD,C763,REJ-PAID AT MAGNA CARE NEGOTIATED RATE,,,
CLM_LN_MSG_CD,DB+,Denied Proc Code Missing,,,
CLM_LN_MSG_CD,A097,COPAY 2,,,
CLM_LN_MSG_CD,B778,REJECT-DESCRIPTION OF SERVICE/ITEM NEEDED FOR CONS,,,
CLM_LN_MSG_CD,PJO,Oon Paid At 220% Rbrvs,,,
CLM_LN_MSG_CD,D981,REJ-DIAGNOSIS AND SEX CONFLICT,,,
CLM_LN_MSG_CD,DY8,N/A Separately Par,,,
CLM_LN_MSG_CD,682,SERV/SUPP NOT /MED NECESSARY,,,
CLM_LN_MSG_CD,DBA,Related Hsp Acquired Cond,,,
CLM_LN_MSG_CD,Z47,DME rental monthly PAR,,,
CLM_LN_MSG_CD,C609,REMAINING BENEFITS WILL BE PAID BY YOUR EXECUTIVE,,,
CLM_LN_MSG_CD,M85,AHS Tier 1 Info Only,,,
CLM_LN_MSG_CD,MIAU,Primary carrier's PPO discount has been applied to,,,
CLM_LN_MSG_CD,P5YU,No benefits are available for this service when re,,,
CLM_LN_MSG_CD,B689,APPROVED PRICE AND PASS,,,
CLM_LN_MSG_CD,MEXK,Charges ineligible due to plan requirement of stat,,,
CLM_LN_MSG_CD,C010,REJ-DME RENTAL COSTS HAVE EXCEEDED PURCHASE PRICE,,,
CLM_LN_MSG_CD,C877,REJ-NR-PROCEDURE DENIED BASED ON NCCI MANUAL,,,
CLM_LN_MSG_CD,D537,REJ-CR-HCPCS CODE INAPPROPRIATE FOR GENDER BILL W,,,
CLM_LN_MSG_CD,PRH,PREX Waiver HMO Claim payable,,,
CLM_LN_MSG_CD,W27,MULTIPLE UNITS DENIAL PAR,,,
CLM_LN_MSG_CD,C483,DED-DENTAL DEDUCTIBLE APPLIED,,,
CLM_LN_MSG_CD,EOPF,ASC Denial-HRP,,,
CLM_LN_MSG_CD,LRIG,MA-APC Code N/A Partial Hosp,,,
CLM_LN_MSG_CD,FDM,FED36 HMO/HNO DENIED I/O,,,
CLM_LN_MSG_CD,0DTP,MA-IP Technical Comp,,,
CLM_LN_MSG_CD,G8AO,CTV CCRP Non-efficacious NC-PAR,,,
CLM_LN_MSG_CD,256,M/N NOT UNDER DR SUPV,,,
CLM_LN_MSG_CD,E966,DUPL: DUPLICATE PAYMT BASED ON BILLED MODIFIER MIS,,,
CLM_LN_MSG_CD,IH,ME INDIVIDUAL ADV-A PLAN,,,
CLM_LN_MSG_CD,KBKJ,MA-American Specialty Health Redirect,,,
